Timestamp,Open,High,Low,Close,Volume
2024-09-16 09:30:00.076,419.0136913511503,419.0599732665184,418.8795155729129,418.9498203350197,22027
2024-09-16 09:30:04.309,418.8655850444211,418.8835076103474,418.7593296785267,418.8085903106736,19008
2024-09-16 09:30:08.372,418.8572743239528,418.8727347702281,41.88271749043126,418.72922423055456,25677
2024-09-16 09:30:12.548,418.7332160840111,418.7835587810832,418.60506588875,418.6151459298197,23711
2024-09-16 09:30:16.778,418.60316977235146,418.6569381067687,418.5765057069227,418.605167630817,16923
2024-09-16 09:30:20.814,418.6335124631655,418.7416146475315,418.6234212157983,418.7294663016678,21209
2024-09-16 09:30:24.967,418.73688657572205,418.7601863378931,418.6165370939796,418.6469611375612,25830
2024-09-16 09:30:28.988,418.7515027220885,418.7856109995012,41.87090422862984,418.744948451284,19023
2024-09-16 09:30:32.993,418.7384353716219,418.8668003965934,418.68178120111537,418.75312606193614,31950
2024-09-16 09:30:37.174,418.8484898947775,418.87373317363193,41.88038144089623,418.6651581393425,27573
2024-09-16 09:30:41.344,418.6593164527858,418.7397459957731,41.86908873294196,418.6684266288726,25656
2024-09-16 09:30:45.443,418.7125510833967,418.8888028751844,41.88137359891526,418.8106666870756,35583
2024-09-16 09:30:49.475,418.7622519707889,418.82202544360496,418.632587555233,418.6596024089861,22523
2024-09-16 09:30:53.487,418.6514586671161,418.6691808920576,418.5419871409636,418.5719077934713,15560
2024-09-16 09:30:57.491,418.56286399609616,418.604670820428,418.50347126610126,418.52772557239393,15387
2024-09-16 09:31:01.854,418.5455838508024,418.5455838508024,418.37711569085184,418.44328415956807,19750
2024-09-16 09:31:05.868,418.3772386947053,418.4673902773794,418.300189399741,418.33586800287577,14785
2024-09-16 09:31:09.973,418.3277213859381,418.3802287436413,418.22816058628695,418.2547573921968,29034
2024-09-16 09:31:14.024,418.3288039630799,418.3703854960754,418.2683073706719,418.3452726671335,27627
2024-09-16 09:31:18.292,418.3495179250789,418.3647691221569,418.2498202058399,418.3457204339957,28246
2024-09-16 09:31:22.650,418.3618011421097,418.51673454327386,418.2922796627805,418.48955336216494,18280
2024-09-16 09:31:26.668,418.398299144113,418.5130149776114,418.3901393821462,418.406141384928,11447
2024-09-16 09:31:30.705,418.43927602811647,418.5503888009155,41.84650292986127,418.5395954544648,14845
2024-09-16 09:31:34.756,418.5364308198052,418.6428343251844,418.5106806387471,418.6016377689513,23173
2024-09-16 09:31:38.763,418.61478831675066,418.6474387451056,418.592313932476,418.6123761153128,12764
2024-09-16 09:31:42.824,418.6259706941006,418.6264197883439,418.46886561698665,418.5089945179926,28221
2024-09-16 09:31:46.824,418.5189550913613,418.59870547794816,41.85238191960055,418.593187576696,20379
2024-09-16 09:31:50.848,418.58666180775776,418.752537045856,41.8551932970354,418.70331130309125,30251
2024-09-16 09:31:54.877,418.69153505283066,418.76818134940686,41.87048335618451,418.7155003499316,20947
2024-09-16 09:31:59.004,418.7169148895038,418.7309587402575,418.5843386659258,418.6555284232675,28250
2024-09-16 09:32:03.111,418.6899479538384,418.73406940622885,418.55741816876713,418.6329821927046,34936
2024-09-16 09:32:07.115,418.6207589108455,418.65317968980224,418.4568207006069,418.5462057007816,25793
2024-09-16 09:32:11.222,418.5317659497776,418.57741158873984,41.85426927030704,418.4926503704621,14903
2024-09-16 09:32:15.280,418.467683213888,418.52229860310007,418.43589318063897,418.4749226033839,15704
2024-09-16 09:32:19.378,418.4728279256069,418.5818142015512,418.466677022712,418.5818142015512,23833
2024-09-16 09:32:23.386,418.5744243537624,418.600425256331,418.47510012010247,418.5304116884241,17368
2024-09-16 09:32:27.522,418.47117405014575,418.4927155251868,418.4066642598896,418.4927155251868,12334
2024-09-16 09:32:31.681,418.5118690943773,418.6286565143874,418.4692540551154,418.5870335677844,18294
2024-09-16 09:32:35.770,418.54981961999823,418.6002515936081,41.85905452933143,418.58547853611606,18010
2024-09-16 09:32:39.808,418.580324864417,418.7003204003188,418.5509329163006,418.6792033330676,9854
2024-09-16 09:32:43.847,418.66007344564986,418.9473797934722,41.892555935908725,418.9011610908069,37868
2024-09-16 09:32:47.905,418.9196395072717,418.9455667253248,41.89176580714874,418.8892902874637,12171
2024-09-16 09:32:52.020,418.83229380112215,418.9003108834711,418.802136086611,418.8318629113549,18921
2024-09-16 09:32:56.028,418.8023876486137,418.8260435956652,418.7622546716794,418.78018544211886,10045
2024-09-16 09:33:00.028,418.7374562768036,418.739404424229,418.6398154932173,418.67825763763767,11271
2024-09-16 09:33:04.031,418.66260180542565,418.763731555364,418.49472413086,418.49472413086,20581
2024-09-16 09:33:08.052,418.516435573783,418.5309402255302,418.2914725828455,418.3577940932937,25621
2024-09-16 09:33:12.063,418.3478864336442,418.3644317396929,41.83068011662969,418.3372015881881,22161
2024-09-16 09:33:16.109,418.3629518356146,418.4829570997245,41.84503534883843,418.4313561296453,21408
2024-09-16 09:33:20.136,418.5651217467843,418.6234843993621,418.4834560570797,418.58032291490366,33257
2024-09-16 09:33:24.317,418.5943064449553,418.6762195672874,41.86021015691946,418.612176478185,18248
2024-09-16 09:33:28.349,418.62444450374585,418.6765426899548,418.4878927661399,418.5056578316296,20031
2024-09-16 09:33:32.437,418.4970031975552,418.5161453878032,418.3953638923704,418.4313673654872,25504
2024-09-16 09:33:36.476,418.4354057410697,418.5134809905204,418.3860821031383,418.48738020433296,17964
2024-09-16 09:33:40.723,418.4689029615103,418.5110956067178,418.4275857954011,418.4674535079549,28543
2024-09-16 09:33:45.007,418.4528833144458,418.5023464087032,418.4216972959471,418.4522467540961,23133
2024-09-16 09:33:49.035,418.4461023395036,418.5952264328273,41.84824633524848,418.542660660292,31820
