Timestamp,Open,High,Low,Close,Volume
2024-09-16 09:30:00.076,419.0136913511503,420.16083972785447,41.56483901168572,417.0513238692242,38325380
2024-09-16 11:30:00.077,417.0636540817621,418.9938572143888,41.45817573813792,415.1955711643512,38374076
2024-09-16 13:30:01.747,415.1943988393672,420.0776303648272,41.34513466113546,415.6249636843799,38704110
2024-09-16 15:30:01.775,415.5550821848335,418.07356761570975,41.397819524190695,416.8440245527492,9787013
2024-09-17 09:30:00.109,416.8711605675353,417.8272808856695,41.353283376430966,416.37407732271896,38084438
2024-09-17 11:30:00.124,416.4426888146603,417.15630423351183,40.12412620629573,400.9565050067392,37876718
2024-09-17 13:30:00.136,400.95740255945145,417.6528736868372,40.05929985880056,408.95040289725057,38734476
2024-09-17 15:30:00.155,408.9742049560478,416.7633059412351,40.74063027822227,407.5943749666637,9516875
2024-09-18 09:30:00.100,407.5568542817845,417.8126885747244,40.70108299813111,417.222615049358,39167584
2024-09-18 11:30:00.122,417.17221129261713,417.89568537062365,41.49519936525005,415.8512981779938,38939556
2024-09-18 13:30:00.204,415.9449954987456,417.2852901637372,41.25099226522838,415.547929204177,38375202
2024-09-18 15:30:00.254,415.5348727654604,417.6141201837453,41.57115903982562,416.1109379019072,9761940
2024-09-19 09:30:00.205,416.15516031151657,421.5738997445465,41.37811625461792,420.6151451181337,38179415
2024-09-19 11:30:00.225,420.6497065420407,425.7883148744691,42.04513640550135,421.67187784931,38281102
2024-09-19 13:30:00.240,421.6190157337553,423.49206166895306,41.58003710950626,419.2541242706471,38352122
2024-09-19 15:30:00.259,419.2537639205775,421.556990034099,41.778147282521445,420.8358659464219,9703102
2024-09-20 09:30:00.037,420.90494984002174,428.3348226229754,42.13591772631104,427.0921341654536,38399406
2024-09-20 11:30:00.200,427.13237034582033,430.3826994227024,42.65131128892018,429.41400512422,38071464
2024-09-20 13:30:00.269,429.3974029397404,432.2098939412302,42.80937574588278,427.89513803079177,38622511
2024-09-20 15:30:00.291,427.9198353718164,430.24132113926976,42.74931969769709,428.4417506396107,9844537
