Timestamp,Open,High,Low,Close,Volume
2024-09-17 14:00:00.149,401.7089448695696,417.6528736868372,40.14227525424136,408.95040289725057,29448996
2024-09-16 09:30:00.076,419.0136913511503,420.16083972785447,41.60767595641338,418.1254242322982,28644615
2024-09-16 11:00:00.955,418.1341184059276,418.9938572143888,41.530407671289446,415.4918148252557,29233268
2024-09-16 12:30:00.999,415.48834776745065,418.3969489833373,41.33553686328266,414.2568837166381,28900630
2024-09-16 14:00:01.014,414.4300160279808,420.0776303648272,41.40970144655991,415.5652977995963,29158355
2024-09-16 15:30:01.018,415.54710189326346,418.07356761570975,41.38124717597264,416.8440245527492,9844719
2024-09-17 09:30:00.109,416.8711605675353,417.8272808856695,41.35941439438315,415.663465126315,28914366
2024-09-17 11:00:00.126,415.6688890620285,417.5012722009829,40.69795658020489,407.4342833126268,28453366
2024-09-17 12:30:00.136,407.47368189336913,407.9172832156085,40.05929985880056,401.7207088475312,28763368
2024-09-17 14:00:00.149,401.7089448695696,417.6528736868372,40.14227525424136,408.95040289725057,29191479
2024-09-17 15:30:00.155,408.9742049560478,416.7633059412351,40.73950001838862,407.5943749666637,9576570
2024-09-18 09:30:00.100,407.5568542817845,414.3802400305999,40.68169022583845,412.7940336479137,29469758
2024-09-18 11:00:00.191,412.8136863234324,417.89568537062365,41.28253086244496,415.7088873089769,29604983
2024-09-18 12:30:00.236,415.7060417752167,417.8128372519198,41.33422243310289,413.8121677871327,29183779
2024-09-18 14:00:00.456,413.8039383472168,417.2852901637372,40.778683719405024,415.5090694037046,28824024
2024-09-18 15:30:00.576,411.08178474718,417.6141201837453,41.233782683389904,416.1109379019072,9811891
2024-09-19 09:30:00.205,416.15516031151657,420.7249986421909,41.37128093480199,419.79757472164295,28656618
2024-09-19 11:00:00.833,419.7989177381858,423.9823757807749,41.91559398323804,422.71644328505846,28861155
2024-09-19 12:30:00.849,422.7577170494299,425.7883148744691,41.71958126499764,417.2009164681928,28826141
2024-09-19 14:00:01.094,417.1571801539828,421.0300142286447,41.4898780353491,419.24237993642,29035814
2024-09-19 15:30:01.166,419.2494045022533,421.556990034099,41.77163261808582,420.8358659464219,9742576
2024-09-20 09:30:00.037,420.90494984002174,426.0597214214631,42.12741991250908,425.5220070323188,28980230
2024-09-20 11:00:00.263,425.51257262911935,430.3826994227024,42.46336166906903,428.46656469593177,28651902
2024-09-20 12:30:00.331,428.4390244283391,432.2098939412302,42.64881943496389,429.6250269053005,29032190
2024-09-20 14:00:00.465,429.6557648238539,432.156782766909,42.18391397166932,427.9198353718164,28923788
2024-09-20 15:30:00.583,427.9290515023275,430.24132113926976,42.40747963747771,428.4417506396107,9886986
