Timestamp,Price,Size
2024-09-19 13:20:00.225,422.2390072461974,96
2024-09-19 13:20:01.003,422.1936236854796,14
2024-09-19 13:20:01.013,42.21676833286131,998
2024-09-19 13:20:01.039,422.1704691997493,1002
2024-09-19 13:20:01.043,422.21104872017537,103
2024-09-19 13:20:01.057,422.1962310698996,1004
2024-09-19 13:20:01.127,422.1886810993586,996
2024-09-19 13:20:01.153,422.166548702141,99
2024-09-19 13:20:01.169,422.1821358443284,13
2024-09-19 13:20:01.234,422.205085110768,101
2024-09-19 13:20:01.270,422.16572813067353,101
2024-09-19 13:20:01.304,422.2128458077828,105
2024-09-19 13:20:01.395,422.2019936542784,95
2024-09-19 13:20:01.418,422.2063428069543,1002
2024-09-19 13:20:01.539,422.16352759301776,96
2024-09-19 13:20:01.547,422.19469706138216,105
2024-09-19 13:20:01.575,422.159338214117,996
2024-09-19 13:20:01.587,422.1604017767206,1001
2024-09-19 13:20:01.596,422.1900253229239,995
2024-09-19 13:20:01.645,422.221104974369,998
2024-09-19 13:20:01.670,422.1990293947314,998
2024-09-19 13:20:01.688,422.1796691126082,1005
2024-09-19 13:20:01.688,422.1738355120204,13
2024-09-19 13:20:01.704,422.1776250521747,12
2024-09-19 13:20:01.715,422.2225752229368,14
2024-09-19 13:20:01.732,422.2214665095643,8
2024-09-19 13:20:01.739,422.14619998898746,11
2024-09-19 13:20:01.814,422.18106221137566,1001
2024-09-19 13:20:01.819,422.2007036407284,1003
2024-09-19 13:20:01.885,422.1599834003385,997
2024-09-19 13:20:01.945,422.1621185886749,102
2024-09-19 13:20:02.026,422.2706599721406,99
2024-09-19 13:20:02.037,422.272444088608,9
2024-09-19 13:20:02.193,422.2729395124962,1001
2024-09-19 13:20:02.329,422.2342574386506,1005
2024-09-19 13:20:02.332,422.2328112068614,998
2024-09-19 13:20:02.392,422.25434378450166,11
2024-09-19 13:20:02.447,422.2433422709406,8
2024-09-19 13:20:02.550,422.2599802519013,1004
2024-09-19 13:20:02.652,422.2188317289306,1001
2024-09-19 13:20:02.685,422.2710835088254,97
2024-09-19 13:20:02.832,422.2609129173725,1003
2024-09-19 13:20:02.883,422.2572322440372,6
2024-09-19 13:20:02.957,422.25462038371023,95
2024-09-19 13:20:03.005,422.2306313565172,8
2024-09-19 13:20:03.033,422.2339270260447,10
2024-09-19 13:20:03.073,422.2440146205433,998
2024-09-19 13:20:03.084,422.2452756922538,104
2024-09-19 13:20:03.134,422.2401110311805,7
2024-09-19 13:20:03.161,422.2424448540412,100
2024-09-19 13:20:03.222,422.2451095697217,96
2024-09-19 13:20:03.284,422.245140804072,999
2024-09-19 13:20:03.355,-422.2447877343131,1001
2024-09-19 13:20:03.391,422.2549807438683,102
2024-09-19 13:20:03.491,422.229643749769,10
2024-09-19 13:20:03.549,422.2311338196594,96
2024-09-19 13:20:03.584,422.2523434782101,1004
2024-09-19 13:20:03.623,422.25082973760425,1004
2024-09-19 13:20:03.628,422.2375969236422,998
2024-09-19 13:20:03.675,422.2439317034592,98
2024-09-19 13:20:03.785,422.2585008394344,10
2024-09-19 13:20:03.786,422.24554982128313,103
2024-09-19 13:20:03.807,422.25889276467393,995
2024-09-19 13:20:03.815,422.2377415773586,99
2024-09-19 13:20:03.849,422.2568243359495,7
2024-09-19 13:20:03.878,422.2341176766093,5
2024-09-19 13:20:03.900,422.2549904572263,8
2024-09-19 13:20:03.957,422.2513026699555,102
2024-09-19 13:20:03.984,422.23547682135467,98
2024-09-19 13:20:04.007,422.2415545899826,6
2024-09-19 13:20:04.010,422.1482986220458,7
2024-09-19 13:20:04.305,422.1980777731322,99
2024-09-19 13:20:04.320,422.2356860940838,7
2024-09-19 13:20:04.377,422.2294519495096,14
2024-09-19 13:20:04.420,422.1900061609349,14
2024-09-19 13:20:04.430,422.2330445626269,12
2024-09-19 13:20:04.479,422.22987445729257,9
2024-09-19 13:20:04.541,422.16620356378326,1004
2024-09-19 13:20:04.626,422.17528701434577,1003
2024-09-19 13:20:04.646,422.2125542521786,9
2024-09-19 13:20:04.748,422.2443062318581,1000
2024-09-19 13:20:04.754,422.1655076898804,99
2024-09-19 13:20:04.902,422.20789369942696,1002
2024-09-19 13:20:04.959,422.1657608292773,96
2024-09-19 13:20:05.416,422.1503116241972,95
2024-09-19 13:20:06.100,422.118033354988,10
2024-09-19 13:20:06.112,422.18281071808286,99
2024-09-19 13:20:06.133,422.131966258496,100
2024-09-19 13:20:06.347,422.155012402424,96
2024-09-19 13:20:06.413,422.17557406321765,6
2024-09-19 13:20:06.457,422.1395874091647,95
2024-09-19 13:20:06.464,422.15489692101113,102
2024-09-19 13:20:06.477,422.1660486436769,1005
2024-09-19 13:20:06.520,422.1480277402283,13
2024-09-19 13:20:06.593,422.1487266264812,14
2024-09-19 13:20:06.643,422.1185961229874,99
2024-09-19 13:20:06.667,422.1121597835214,95
2024-09-19 13:20:06.722,422.1529025796406,6
2024-09-19 13:20:06.729,422.125368600199,98
2024-09-19 13:20:06.752,,103
2024-09-19 13:20:06.772,422.1292997481441,101
2024-09-19 13:20:07.005,422.17157181552267,9
2024-09-19 13:20:07.014,422.1615186749387,103
2024-09-19 13:20:07.055,422.1655072441608,13
2024-09-19 13:20:07.066,422.1336129063907,999
2024-09-19 13:20:07.231,422.1160447262171,96
2024-09-19 13:20:07.290,422.1439049880005,1002
2024-09-19 13:20:07.364,422.11769038939264,9
2024-09-19 13:20:07.370,422.1429111207577,100
2024-09-19 13:20:07.371,422.1096048576016,997
2024-09-19 13:20:07.446,422.1662970795201,104
2024-09-19 13:20:07.459,422.122946183338,101
2024-09-19 13:20:07.500,422.1397638541427,13
2024-09-19 13:20:07.565,422.1722763581217,1002
2024-09-19 13:20:07.642,422.16065874689184,96
2024-09-19 13:20:07.666,422.15368911333474,95
2024-09-19 13:20:07.674,422.1498276950836,96
2024-09-19 13:20:07.755,422.1447406752617,97
2024-09-19 13:20:07.773,422.1463221353823,102
2024-09-19 13:20:07.786,422.1639116808395,95
2024-09-19 13:20:07.871,422.1641804000464,1005
2024-09-19 13:20:07.876,422.1329522017557,10
2024-09-19 13:20:07.895,422.1526436995912,14
2024-09-19 13:20:07.900,422.14592601623866,10
2024-09-19 13:20:07.900,422.1588575051044,100
2024-09-19 13:20:07.961,422.1398396809917,1000
2024-09-19 13:20:08.038,422.1638201653208,1005
2024-09-19 13:20:08.136,422.154453126447,102
2024-09-19 13:20:08.289,422.2158548727168,5
2024-09-19 13:20:08.331,422.1888165383561,8
2024-09-19 13:20:08.335,422.1603804961264,996
2024-09-19 13:20:08.362,422.20303971587145,8
2024-09-19 13:20:08.443,422.1754435421033,6
2024-09-19 13:20:08.519,422.162305047758,14
2024-09-19 13:20:08.549,422.1679302903382,15
2024-09-19 13:20:08.626,422.1654551362029,8
2024-09-19 13:20:08.755,422.17180323830223,1004
2024-09-19 13:20:08.804,422.16803795993405,15
2024-09-19 13:20:08.861,422.15014902040576,104
2024-09-19 13:20:08.892,422.1875992054818,102
2024-09-19 13:20:09.047,422.2338477182022,995
2024-09-19 13:20:09.059,422.2071329092094,7
2024-09-19 13:20:09.250,422.2164024704491,1005
2024-09-19 13:20:09.266,422.2055639705525,13
2024-09-19 13:20:09.334,422.219088904529,10
2024-09-19 13:20:09.539,422.2205244114509,104
2024-09-19 13:20:09.848,422.2190063144014,103
2024-09-19 13:20:09.969,,12
2024-09-19 13:20:10.012,422.3045236001928,12
2024-09-19 13:20:10.083,422.2855610762954,996
2024-09-19 13:20:10.193,422.2803785534088,95
2024-09-19 13:20:10.273,422.294286510729,995
2024-09-19 13:20:10.338,422.3124955455116,96
2024-09-19 13:20:10.367,422.2853747608013,7
2024-09-19 13:20:10.382,422.2554544389522,103
2024-09-19 13:20:10.416,422.2487477020655,1004
2024-09-19 13:20:10.458,422.3097173459304,104
2024-09-19 13:20:10.540,422.2397953515658,14
2024-09-19 13:20:10.586,422.2811228784469,1002
2024-09-19 13:20:10.691,422.2244910925019,101
2024-09-19 13:20:10.763,422.2533480937356,996
2024-09-19 13:20:10.841,422.2416724829593,999
2024-09-19 13:20:10.905,422.30063074086536,15
2024-09-19 13:20:10.946,422.24071064624405,1004
2024-09-19 13:20:10.949,422.2367790607677,99
2024-09-19 13:20:10.950,422.2993522136362,10
2024-09-19 13:20:10.982,422.27312565101874,1001
2024-09-19 13:20:11.003,422.27173016880914,7
2024-09-19 13:20:11.068,422.2938020242034,105
2024-09-19 13:20:11.118,422.2987906451377,6
2024-09-19 13:20:11.142,422.3205681148554,10
2024-09-19 13:20:11.226,422.2744018763117,1001
2024-09-19 13:20:11.281,422.2714951449864,1001
2024-09-19 13:20:11.285,422.2714989102667,998
2024-09-19 13:20:11.309,422.3158474834332,97
2024-09-19 13:20:11.425,422.3262989286373,96
2024-09-19 13:20:11.494,422.2690210222197,997
2024-09-19 13:20:11.605,422.3211496373157,8
2024-09-19 13:20:11.625,422.2773566274658,103
2024-09-19 13:20:11.752,422.2805256927813,15
2024-09-19 13:20:11.838,422.2732337289353,1005
