Timestamp,Price,Size
2024-09-16 16:30:00.212,417.04893419714665,103
2024-09-16 16:30:17.664,416.5432857211025,10
2024-09-16 16:30:18.855,416.5598827915949,105
2024-09-16 16:30:21.359,416.6939222584834,995
2024-09-16 16:30:22.783,416.7634174259574,7
2024-09-16 16:30:22.918,416.77424950145695,7
2024-09-16 16:30:30.371,416.8971264949998,99
2024-09-16 16:30:50.125,416.9310147201854,5
2024-09-16 16:30:50.699,417.0025841257584,1000
2024-09-16 16:30:51.549,416.9595797836988,99
2024-09-16 16:30:59.867,416.7717237692544,15
