Timestamp,Price,Size
2024-09-16 10:05:00.033,418.8614454723128,11
2024-09-16 10:05:00.090,418.8752426354737,102
2024-09-16 10:05:00.197,418.8769240782877,15
2024-09-16 10:05:00.202,418.9153333222541,1004
2024-09-16 10:05:00.266,418.8744503979176,103
2024-09-16 10:05:00.321,418.8701081877341,8
2024-09-16 10:05:00.338,418.8693427473679,1005
2024-09-16 10:05:00.406,418.8810165401538,14
2024-09-16 10:05:00.443,418.90867615638246,5
2024-09-16 10:05:00.480,418.9018336941522,997
2024-09-16 10:05:00.493,418.91565200945575,96
2024-09-16 10:05:00.521,418.9201419082654,96
2024-09-16 10:05:00.575,418.8760615465926,999
2024-09-16 10:05:00.603,418.9119344281223,14
2024-09-16 10:05:00.705,418.8738984682014,101
2024-09-16 10:05:00.722,418.9052309825327,105
2024-09-16 10:05:00.774,418.87517148474336,8
2024-09-16 10:05:00.782,41.88733732159965,14
2024-09-16 10:05:00.833,418.87004428104393,100
2024-09-16 10:05:00.887,418.906504040705,1005
2024-09-16 10:05:00.919,418.9123657947191,15
2024-09-16 10:05:00.923,418.87501266118505,995
2024-09-16 10:05:00.951,418.86607524365854,9
2024-09-16 10:05:01.011,418.8981541400328,1000
2024-09-16 10:05:01.120,418.8953071261776,1002
2024-09-16 10:05:01.235,418.8343251500647,10
2024-09-16 10:05:01.327,418.8393200858193,6
2024-09-16 10:05:01.516,418.853308610457,1002
2024-09-16 10:05:01.548,418.8257289574864,1001
2024-09-16 10:05:01.620,418.89649276860246,10
2024-09-16 10:05:01.731,418.8885706328518,96
2024-09-16 10:05:01.786,418.8621402479204,8
2024-09-16 10:05:01.886,418.8704975236973,104
2024-09-16 10:05:02.006,418.8358386010524,9
2024-09-16 10:05:02.127,418.81206260231227,996
2024-09-16 10:05:02.133,418.8352370324275,9
2024-09-16 10:05:02.170,418.84931625174806,12
2024-09-16 10:05:02.196,418.8519979227328,5
2024-09-16 10:05:02.218,418.8358217836486,11
2024-09-16 10:05:02.219,418.8211442776376,998
2024-09-16 10:05:02.256,418.870332341734,95
2024-09-16 10:05:02.275,418.8139175268725,105
2024-09-16 10:05:02.299,418.8392480150852,10
2024-09-16 10:05:02.324,418.8175197724978,95
2024-09-16 10:05:02.327,418.8539725624365,95
2024-09-16 10:05:02.354,418.81996976485584,997
2024-09-16 10:05:02.398,418.77726538107686,96
2024-09-16 10:05:02.450,418.7806787105075,100
2024-09-16 10:05:02.499,418.7945591223838,104
2024-09-16 10:05:02.574,418.78339121561817,102
2024-09-16 10:05:02.598,418.79214079118367,103
2024-09-16 10:05:02.628,418.79359864400016,10
2024-09-16 10:05:02.631,418.817755276424,10
2024-09-16 10:05:02.727,418.82714299752655,1003
2024-09-16 10:05:02.751,418.8161897927122,6
2024-09-16 10:05:02.839,418.83329534001786,103
2024-09-16 10:05:02.884,418.7846758251984,1001
2024-09-16 10:05:02.884,418.8092073156735,95
2024-09-16 10:05:02.931,418.8107710898852,102
2024-09-16 10:05:02.969,418.8245604711136,1005
2024-09-16 10:05:03.014,418.9551655975414,98
2024-09-16 10:05:03.116,418.96108010950456,1005
2024-09-16 10:05:03.170,418.91008553861417,99
2024-09-16 10:05:03.294,418.8883816842326,1003
2024-09-16 10:05:03.307,418.8583507936039,999
2024-09-16 10:05:03.437,418.942979900018,998
2024-09-16 10:05:03.554,418.8742438569091,12
2024-09-16 10:05:03.660,418.9583465262048,995
2024-09-16 10:05:03.661,418.8591183889885,1001
2024-09-16 10:05:03.714,418.9022403794421,15
2024-09-16 10:05:03.862,418.8663621365294,101
2024-09-16 10:05:03.944,418.8549499496468,997
2024-09-16 10:05:04.859,418.93546777247576,997
2024-09-16 10:05:05.045,418.9107379108583,999
2024-09-16 10:05:05.059,418.8895478482907,104
2024-09-16 10:05:05.093,418.8991166208296,1000
2024-09-16 10:05:05.178,418.9368901378591,998
2024-09-16 10:05:05.203,418.9293047125967,9
