Timestamp,Price,Size
2024-09-17 12:45:00.074,405.181727540267,1005
2024-09-17 12:45:00.217,405.1070259565205,15
2024-09-17 12:45:00.391,405.1820983871837,95
2024-09-17 12:45:00.434,405.1275779944903,1001
2024-09-17 12:45:00.482,405.1399688211939,5
2024-09-17 12:45:00.501,405.1912929293431,995
2024-09-17 12:45:00.720,405.1638074912476,101
2024-09-17 12:45:00.740,405.1684333783859,9
2024-09-17 12:45:00.767,405.18712864591487,5
2024-09-17 12:45:00.832,405.16949860326525,95
2024-09-17 12:45:00.856,405.1728137354078,100
2024-09-17 12:45:00.903,405.17588311744976,98
2024-09-17 12:45:00.929,405.1728888903053,12
2024-09-17 12:45:00.994,405.16934571042486,1002
2024-09-17 12:45:01.058,405.1036378527061,99
2024-09-17 12:45:01.488,405.1036789768973,1001
2024-09-17 12:45:01.970,405.105429577355,5
2024-09-17 12:45:02.022,405.1002215487305,1004
2024-09-17 12:45:02.156,405.1105853177798,99
2024-09-17 12:45:02.178,405.1475000335727,14
2024-09-17 12:45:02.182,405.1509861611552,995
2024-09-17 12:45:02.305,405.1265323673889,9
2024-09-17 12:45:02.574,405.12666135532567,15
2024-09-17 12:45:02.597,405.1309113614127,95
2024-09-17 12:45:02.665,405.1367625032777,1000
2024-09-17 12:45:02.688,,998
2024-09-17 12:45:02.763,405.15963528967785,95
2024-09-17 12:45:02.767,405.121478543709,95
2024-09-17 12:45:02.894,405.1172584269109,98
2024-09-17 12:45:02.910,405.1461340108349,96
2024-09-17 12:45:02.991,405.1029113408645,95
2024-09-17 12:45:03.061,405.1413926484139,13
2024-09-17 12:45:03.091,405.17958313109017,1003
2024-09-17 12:45:03.227,405.16560098026224,10
2024-09-17 12:45:03.234,405.1460379861601,12
2024-09-17 12:45:03.343,405.139853498461,97
2024-09-17 12:45:03.428,405.1498042956829,1004
2024-09-17 12:45:03.623,405.16448684957845,997
2024-09-17 12:45:03.639,405.1495986290204,995
2024-09-17 12:45:03.728,405.12666252675376,105
2024-09-17 12:45:03.816,405.1453201183323,9
2024-09-17 12:45:03.819,405.1778267950768,105
2024-09-17 12:45:03.883,405.1594300238196,98
2024-09-17 12:45:04.003,405.1956049537374,103
2024-09-17 12:45:04.052,405.1817486404104,1004
2024-09-17 12:45:04.061,405.2344738604796,997
2024-09-17 12:45:04.078,405.23521554546585,10
2024-09-17 12:45:04.123,405.1419276123178,102
2024-09-17 12:45:04.171,405.2140441304348,95
2024-09-17 12:45:04.208,405.2132643062544,997
2024-09-17 12:45:04.244,405.21222611000127,996
2024-09-17 12:45:04.256,405.23765199477657,1004
2024-09-17 12:45:04.258,405.2023443300943,1003
2024-09-17 12:45:04.287,405.22403942938246,97
2024-09-17 12:45:04.307,405.2161404861063,5
2024-09-17 12:45:04.395,405.18973850472446,12
2024-09-17 12:45:04.425,405.20712429764575,996
2024-09-17 12:45:04.569,405.167849792456,5
2024-09-17 12:45:04.574,405.193599060807,96
2024-09-17 12:45:04.702,405.21448979040485,12
2024-09-17 12:45:04.717,405.1406341080203,103
2024-09-17 12:45:04.723,405.19177428087136,102
2024-09-17 12:45:04.761,405.2011546301173,8
2024-09-17 12:45:04.812,405.1993423479752,102
2024-09-17 12:45:04.819,405.2178162286524,95
2024-09-17 12:45:04.854,405.2191013512184,11
2024-09-17 12:45:04.868,405.1959715459871,99
2024-09-17 12:45:04.884,405.2044040623168,8
2024-09-17 12:45:04.938,405.2066303666284,105
2024-09-17 12:45:04.972,405.2320295543352,15
2024-09-17 12:45:05.001,405.2114329327511,9
2024-09-17 12:45:05.107,405.2027230070901,102
2024-09-17 12:45:05.385,405.2110904350248,96
2024-09-17 12:45:05.398,405.2209580031417,1005
2024-09-17 12:45:05.398,,6
2024-09-17 12:45:05.485,405.2133275077058,12
2024-09-17 12:45:05.542,405.21126700682015,8
2024-09-17 12:45:05.601,405.2522789735508,96
2024-09-17 12:45:05.639,405.2430394011072,96
2024-09-17 12:45:05.697,405.22847221441606,103
2024-09-17 12:45:05.750,405.2542014139432,97
2024-09-17 12:45:05.752,405.2191685666767,105
2024-09-17 12:45:05.773,405.25323281187866,998
2024-09-17 12:45:05.778,405.2206978525988,97
2024-09-17 12:45:05.811,405.21771485206784,103
2024-09-17 12:45:05.848,405.21383728450735,1005
2024-09-17 12:45:05.996,405.2184474731711,6
2024-09-17 12:45:06.117,405.2459639744933,9
2024-09-17 12:45:06.140,405.2382735222427,998
2024-09-17 12:45:06.164,405.2357181963245,101
2024-09-17 12:45:06.194,405.250274893123,95
2024-09-17 12:45:06.211,405.2622444814934,12
2024-09-17 12:45:06.222,405.2737590042384,11
2024-09-17 12:45:06.332,-405.24572952203806,13
2024-09-17 12:45:06.365,405.2624412259184,995
2024-09-17 12:45:06.405,405.2447407403742,1002
2024-09-17 12:45:06.475,405.245652196133,12
